26 73|56 75|19 85|8 63|52 42|16 86|9 89|77 32|47 20|26 62|58 86|65 95|95 21|18 67|22 76|51 41|
60 70|58 52|86 98|82 82|26 59|58 18|94 39|32 86|38 71|55 3|55 41|11 47|79 52|56 9|19 53|83 87|
60 30|58 48|86 2|82 18|26 41|58 82|94 61|32 14|38 29|55 97|55 59|11 53|79 48|56 91|19 47|83 13|
30 40|48 42|2 14|18 18|41 74|82 42|61 6|14 68|29 62|97 45|59 45|53 89|48 21|91 44|47 81|13 17|
40 70|42 52|14 98|18 82|74 59|42 18|6 39|68 86|62 71|45 3|45 41|89 47|21 52|44 9|81 53|17 87|
74 85|41 14|45 59|72 7|38 80|52 66|60 12|20 68|87 99|4 87|25 70|63 73|1 11|0 88|8 12|19 68|
26 85|59 14|55 59|28 7|62 80|48 66|40 12|80 68|13 99|96 87|75 70|37 73|99 11|100 88|92 12|81 68|
74 15|41 86|45 41|72 93|38 20|52 34|60 88|20 32|87 1|4 13|25 30|63 27|1 89|0 12|8 88|19 32|
85 74|14 41|59 45|7 72|80 38|66 52|12 60|68 20|99 87|87 4|70 25|73 63|11 1|88 0|12 8|68 19|
85 26|14 59|59 55|7 28|80 62|66 48|12 40|68 80|99 13|87 96|70 75|73 37|11 99|88 100|12 92|68 81|
26 15|59 86|55 41|28 93|62 20|48 34|40 88|80 32|13 1|96 13|75 30|37 27|99 89|100 12|92 88|81 32|
15 74|86 41|41 45|93 72|20 38|34 52|88 60|32 20|1 87|13 4|30 25|27 63|89 1|12 0|88 8|32 19|
24 52|64 75|65 79|36 70|16 81|4 41|81 62|69 65|76 4|17 46|70 37|45 48|45 49|0 90|63 67|71 29|
76 52|36 75|35 79|64 70|84 81|96 41|19 62|31 65|24 4|83 46|30 37|55 48|55 49|100 90|37 67|29 29|
24 48|64 25|65 21|36 30|16 19|4 59|81 38|69 35|76 96|17 54|70 63|45 52|45 51|0 10|63 33|71 71|
52 24|75 64|79 65|70 36|81 16|41 4|62 81|65 69|4 76|46 17|37 70|48 45|49 45|90 0|67 63|29 71|
52 76|75 36|79 35|70 64|81 84|41 96|62 19|65 31|4 24|46 83|37 30|48 55|49 55|90 100|67 37|29 29|
76 48|36 25|35 21|64 30|84 19|96 59|19 38|31 35|24 96|83 54|30 63|55 52|55 51|100 10|37 33|29 71|
48 24|25 64|21 65|30 36|19 16|59 4|38 81|35 69|96 76|54 17|63 70|52 45|51 45|10 0|33 63|71 71|
29 38|19 71|14 73|56 22|3 94|53 13|88 77|66 42|4 44|61 0|70 75|20 42|64 69|0 96|1 95|64 43|
71 38|81 71|86 73|44 22|97 94|47 13|12 77|34 42|96 44|39 0|30 75|80 42|36 69|100 96|99 95|36 43|
29 62|19 29|14 27|56 78|3 6|53 87|88 23|66 58|4 56|61 100|70 25|20 58|64 31|0 4|1 5|64 57|
38 29|71 19|73 14|22 56|94 3|13 53|77 88|42 66|44 4|0 61|75 70|42 20|69 64|96 0|95 1|43 64|
38 71|71 81|73 86|22 44|94 97|13 47|77 12|42 34|44 96|0 39|75 30|42 80|69 36|96 100|95 99|43 36|
71 62|81 29|86 27|44 78|97 6|47 87|12 23|34 58|96 56|39 100|30 25|80 58|36 31|100 4|99 5|36 57|
62 29|29 19|27 14|78 56|6 3|87 53|23 88|58 66|56 4|100 61|25 70|58 20|31 64|4 0|5 1|57 64|
58 57|99 82|97 27|93 88|37 56|96 94|30 80|30 43|5 20|68 45|37 53|61 57|92 84|54 50|56 59|93 82|
42 57|1 82|3 27|7 88|63 56|4 94|70 80|70 43|95 20|32 45|63 53|39 57|8 84|46 50|44 59|7 82|
58 43|99 18|97 73|93 12|37 44|96 6|30 20|30 57|5 80|68 55|37 47|61 43|92 16|54 50|56 41|93 18|
57 58|82 99|27 97|88 93|56 37|94 96|80 30|43 30|20 5|45 68|53 37|57 61|84 92|50 54|59 56|82 93|
57 42|82 1|27 3|88 7|56 63|94 4|80 70|43 70|20 95|45 32|53 63|57 39|84 8|50 46|59 44|82 7|
42 43|1 18|3 73|7 12|63 44|4 6|70 20|70 57|95 80|32 55|63 47|39 43|8 16|46 50|44 41|7 18|
43 58|18 99|73 97|12 93|44 37|6 96|20 30|57 30|80 5|55 68|47 37|43 61|16 92|50 54|41 56|18 93|
2 27|72 11|51 41|53 26|46 52|16 49|75 6|84 62|93 60|25 40|76 71|5 58|60 35|0 62|82 63|87 61|
98 27|28 11|49 41|47 26|54 52|84 49|25 6|16 62|7 60|75 40|24 71|95 58|40 35|100 62|18 63|13 61|
2 73|72 89|51 59|53 74|46 48|16 51|75 94|84 38|93 40|25 60|76 29|5 42|60 65|0 38|82 37|87 39|
27 2|11 72|41 51|26 53|52 46|49 16|6 75|62 84|60 93|40 25|71 76|58 5|35 60|62 0|63 82|61 87|
27 98|11 28|41 49|26 47|52 54|49 84|6 25|62 16|60 7|40 75|71 24|58 95|35 40|62 100|63 18|61 13|
98 73|28 89|49 59|47 74|54 48|84 51|25 94|16 38|7 40|75 60|24 29|95 42|40 65|100 38|18 37|13 39|
73 2|89 72|59 51|74 53|48 46|51 16|94 75|38 84|40 93|60 25|29 76|42 5|65 60|38 0|37 82|39 87|
18 42|79 48|1 56|78 39|76 16|10 51|82 2|47 82|53 57|49 76|83 78|46 72|13 3|0 56|42 98|47 70|
82 42|21 48|99 56|22 39|24 16|90 51|18 2|53 82|47 57|51 76|17 78|54 72|87 3|100 56|58 98|53 70|
18 58|79 52|1 44|78 61|76 84|10 49|82 98|47 18|53 43|49 24|83 22|46 28|13 97|0 44|42 2|47 30|
42 18|48 79|56 1|39 78|16 76|51 10|2 82|82 47|57 53|76 49|78 83|72 46|3 13|56 0|98 42|70 47|
42 82|48 21|56 99|39 22|16 24|51 90|2 18|82 53|57 47|76 51|78 17|72 54|3 87|56 100|98 58|70 53|
82 58|21 52|99 44|22 61|24 84|90 49|18 98|53 18|47 43|51 24|17 22|54 28|87 97|100 44|58 2|53 30|
58 18|52 79|44 1|61 78|84 76|49 10|98 82|18 47|43 53|24 49|22 83|28 46|97 13|44 0|2 42|30 47|
99 23|39 25|40 83|74 20|73 87|11 88|45 30|54 16|17 82|35 22|50 84|62 31|53 6|40 25|41 30|80 21|
1 23|61 25|60 83|26 20|27 87|89 88|55 30|46 16|83 82|65 22|50 84|38 31|47 6|60 25|59 30|20 21|
99 77|39 75|40 17|74 80|73 13|11 12|45 70|54 84|17 18|35 78|50 16|62 69|53 94|40 75|41 70|80 79|
23 99|25 39|83 40|20 74|87 73|88 11|30 45|16 54|82 17|22 35|84 50|31 62|6 53|25 40|30 41|21 80|
23 1|25 61|83 60|20 26|87 27|88 89|30 55|16 46|82 83|22 65|84 50|31 38|6 47|25 60|30 59|21 20|
1 77|61 75|60 17|26 80|27 13|89 12|55 70|46 84|83 18|65 78|50 16|38 69|47 94|60 75|59 70|20 79|
77 99|75 39|17 40|80 74|13 73|12 11|70 45|84 54|18 17|78 35|16 50|69 62|94 53|75 40|70 41|79 80|
55 93|46 21|72 74|60 47|57 26|44 14|26 35|90 1|63 27|19 31|39 55|82 87|35 48|38 0|59 46|63 67|
45 93|54 21|28 74|40 47|43 26|56 14|74 35|10 1|37 27|81 31|61 55|18 87|65 48|62 0|41 46|37 67|
55 7|46 79|72 26|60 53|57 74|44 86|26 65|90 99|63 73|19 69|39 45|82 13|35 52|38 100|59 54|63 33|
93 55|21 46|74 72|47 60|26 57|14 44|35 26|1 90|27 63|31 19|55 39|87 82|48 35|0 38|46 59|67 63|
93 45|21 54|74 28|47 40|26 43|14 56|35 74|1 10|27 37|31 81|55 61|87 18|48 65|0 62|46 41|67 37|
45 7|54 79|28 26|40 53|43 74|56 86|74 65|10 99|37 73|81 69|61 45|18 13|65 52|62 100|41 54|37 33|
7 55|79 46|26 72|53 60|74 57|86 44|65 26|99 90|73 63|69 19|45 39|13 82|52 35|100 38|54 59|33 63|
80 68|20 3|72 50|15 95|18 1|38 11|92 90|79 27|66 1|42 10|40 59|30 66|49 44|18 90|26 83|72 43|
20 68|80 3|28 50|85 95|82 1|62 11|8 90|21 27|34 1|58 10|60 59|70 66|51 44|82 90|74 83|28 43|
80 32|20 97|72 50|15 5|18 99|38 89|92 10|79 73|66 99|42 90|40 41|30 34|49 56|18 10|26 17|72 57|
68 80|3 20|50 72|95 15|1 18|11 38|90 92|27 79|1 66|10 42|59 40|66 30|44 49|90 18|83 26|43 72|
68 20|3 80|50 28|95 85|1 82|11 62|90 8|27 21|1 34|10 58|59 60|66 70|44 51|90 82|83 74|43 28|
20 32|80 97|28 50|85 5|82 99|62 89|8 10|21 73|34 99|58 90|60 41|70 34|51 56|82 10|74 17|28 57|
32 80|97 20|50 72|5 15|99 18|89 38|10 92|73 79|99 66|90 42|41 40|34 30|56 49|10 18|17 26|57 72|
12 98|86 3|22 92|59 66|54 79|76 88|19 67|79 12|51 58|1 18|54 43|68 69|85 98|0 17|52 57|55 67|
88 98|14 3|78 92|41 66|46 79|24 88|81 67|21 12|49 58|99 18|46 43|32 69|15 98|100 17|48 57|45 67|
12 2|86 97|22 8|59 34|54 21|76 12|19 33|79 88|51 42|1 82|54 57|68 31|85 2|0 83|52 43|55 33|
98 12|3 86|92 22|66 59|79 54|88 76|67 19|12 79|58 51|18 1|43 54|69 68|98 85|17 0|57 52|67 55|
98 88|3 14|92 78|66 41|79 46|88 24|67 81|12 21|58 49|18 99|43 46|69 32|98 15|17 100|57 48|67 45|
88 2|14 97|78 8|41 34|46 21|24 12|81 33|21 88|49 42|99 82|46 57|32 31|15 2|100 83|48 43|45 33|
2 12|97 86|8 22|34 59|21 54|12 76|33 19|88 79|42 51|82 1|57 54|31 68|2 85|83 0|43 52|33 55|
50 50|32 82|25 67|57 53|9 61|0 56|38 84|36 73|21 91|46 95|16 67|50 35|90 63|22 86|24 65|48 47|
50 50|68 82|75 67|43 53|91 61|100 56|62 84|64 73|79 91|54 95|84 67|50 35|10 63|78 86|76 65|52 47|
50 50|32 18|25 33|57 47|9 39|0 44|38 16|36 27|21 9|46 5|16 33|50 65|90 37|22 14|24 35|48 53|
50 50|82 32|67 25|53 57|61 9|56 0|84 38|73 36|91 21|95 46|67 16|35 50|63 90|86 22|65 24|47 48|
50 50|82 68|67 75|53 43|61 91|56 100|84 62|73 64|91 79|95 54|67 84|35 50|63 10|86 78|65 76|47 52|
50 50|68 18|75 33|43 47|91 39|100 44|62 16|64 27|79 9|54 5|84 33|50 65|10 37|78 14|76 35|52 53|
50 50|18 32|33 25|47 57|39 9|44 0|16 38|27 36|9 21|5 46|33 16|65 50|37 90|14 22|35 24|53 48|
69 50|60 65|85 26|78 68|9 59|33 81|74 42|11 3|20 57|35 89|35 99|41 68|29 26|12 8|13 14|39 62|
31 50|40 65|15 26|22 68|91 59|67 81|26 42|89 3|80 57|65 89|65 99|59 68|71 26|88 8|87 14|61 62|
69 50|60 35|85 74|78 32|9 41|33 19|74 58|11 97|20 43|35 11|35 1|41 32|29 74|12 92|13 86|39 38|
50 69|65 60|26 85|68 78|59 9|81 33|42 74|3 11|57 20|89 35|99 35|68 41|26 29|8 12|14 13|62 39|
50 31|65 40|26 15|68 22|59 91|81 67|42 26|3 89|57 80|89 65|99 65|68 59|26 71|8 88|14 87|62 61|
31 50|40 35|15 74|22 32|91 41|67 19|26 58|89 97|80 43|65 11|65 1|59 32|71 74|88 92|87 86|61 38|
50 69|35 60|74 85|32 78|41 9|19 33|58 74|97 11|43 20|11 35|1 35|32 41|74 29|92 12|86 13|38 39|
65 36|58 57|37 54|36 63|70 90|58 63|40 46|11 77|89 15|50 1|3 94|3 8|10 82|0 6|4 8|11 7|
35 36|42 57|63 54|64 63|30 90|42 63|60 46|89 77|11 15|50 1|97 94|97 8|90 82|100 6|96 8|89 7|
65 64|58 43|37 46|36 37|70 10|58 37|40 54|11 23|89 85|50 99|3 6|3 92|10 18|0 94|4 92|11 93|
36 65|57 58|54 37|63 36|90 70|63 58|46 40|77 11|15 89|1 50|94 3|8 3|82 10|6 0|8 4|7 11|
36 35|57 42|54 63|63 64|90 30|63 42|46 60|77 89|15 11|1 50|94 97|8 97|82 90|6 100|8 96|7 89|
35 64|42 43|63 46|64 37|30 10|42 37|60 54|89 23|11 85|50 99|97 6|97 92|90 18|100 94|96 92|89 93|
64 65|43 58|46 37|37 36|10 70|37 58|54 40|23 11|85 89|99 50|6 3|92 3|18 10|94 0|92 4|93 11|
11 74|44 35|10 1|66 28|2 82|81 70|50 63|13 72|75 7|35 29|70 99|69 76|68 93|45 74|52 62|68 77|
89 74|56 35|90 1|34 28|98 82|19 70|50 63|87 72|25 7|65 29|30 99|31 76|32 93|55 74|48 62|32 77|
11 26|44 65|10 99|66 72|2 18|81 30|50 37|13 28|75 93|35 71|70 1|69 24|68 7|45 26|52 38|68 23|
74 11|35 44|1 10|28 66|82 2|70 81|63 50|72 13|7 75|29 35|99 70|76 69|93 68|74 45|62 52|77 68|
74 89|35 56|1 90|28 34|82 98|70 19|63 50|72 87|7 25|29 65|99 30|76 31|93 32|74 55|62 48|77 32|
89 26|56 65|90 99|34 72|98 18|19 30|50 37|87 28|25 93|65 71|30 1|31 24|32 7|55 26|48 38|32 23|
26 11|65 44|99 10|72 66|18 2|30 81|37 50|28 13|93 75|71 35|1 70|24 69|7 68|26 45|38 52|23 68|
54 0|85 62|80 18|71 47|34 56|12 28|66 34|64 8|37 38|90 15|23 29|29 60|7 97|18 30|28 40|55 1|
46 0|15 62|20 18|29 47|66 56|88 28|34 34|36 8|63 38|10 15|77 29|71 60|93 97|82 30|72 40|45 1|
54 100|85 38|80 82|71 53|34 44|12 72|66 66|64 92|37 62|90 85|23 71|29 40|7 3|18 70|28 60|55 99|
0 54|62 85|18 80|47 71|56 34|28 12|34 66|8 64|38 37|15 90|29 23|60 29|97 7|30 18|40 28|1 55|
0 46|62 15|18 20|47 29|56 66|28 88|34 34|8 36|38 63|15 10|29 77|60 71|97 93|30 82|40 72|1 45|
46 100|15 38|20 82|29 53|66 44|88 72|34 66|36 92|63 62|10 85|77 71|71 40|93 3|82 70|72 60|45 99|
100 54|38 85|82 80|53 71|44 34|72 12|66 66|92 64|62 37|85 90|71 23|40 29|3 7|70 18|60 28|99 55|
1 74|89 3|61 23|71 46|30 84|19 68|12 16|32 80|75 54|99 94|37 58|75 15|20 68|3 0|13 20|31 81|
99 74|11 3|39 23|29 46|70 84|81 68|88 16|68 80|25 54|1 94|63 58|25 15|80 68|97 0|87 20|69 81|
1 26|89 97|61 77|71 54|30 16|19 32|12 84|32 20|75 46|99 6|37 42|75 85|20 32|3 100|13 80|31 19|
74 1|3 89|23 61|46 71|84 30|68 19|16 12|80 32|54 75|94 99|58 37|15 75|68 20|0 3|20 13|81 31|
74 99|3 11|23 39|46 29|84 70|68 81|16 88|80 68|54 25|94 1|58 63|15 25|68 80|0 97|20 87|81 69|
99 26|11 97|39 77|29 54|70 16|81 32|88 84|68 20|25 46|1 6|63 42|25 85|80 32|97 100|87 80|69 19|
26 1|97 89|77 61|54 71|16 30|32 19|84 12|20 32|46 75|6 99|42 37|85 75|32 20|100 3|80 13|19 31|
